 0.1,  0.1,    1,     9,     1
 0.1,  0.1,    3,     9,     1
 0.1,  0.1,    5,     9,     1
 0.1,  0.1,   10,     9,     1
 0.1,  0.1,   50,     9,     1
 0.1,  0.1,  100,     9,     0
 0.1,  0.1,  300,     9,     0
 0.1,  0.1,  500,     9,     0
 0.1,  0.2,    1,     9,     2
 0.1,  0.2,    3,     9,     2
 0.1,  0.2,    5,     9,     1
 0.1,  0.2,   10,     9,     1
 0.1,  0.2,   50,     9,     0
 0.1,  0.2,  100,     9,     0
 0.1,  0.2,  300,     9,     0
 0.1,  0.2,  500,     9,     0
 0.1,  0.3,    1,     9,     3
 0.1,  0.3,    3,     9,     2
 0.1,  0.3,    5,     9,     1
 0.1,  0.3,   10,     9,     0
 0.1,  0.3,   50,     9,     0
 0.1,  0.3,  100,     9,     0
 0.1,  0.3,  300,     9,     0
 0.1,  0.3,  500,     9,     0
 0.1,  0.4,    1,     9,     2
 0.1,  0.4,    3,     9,     2
 0.1,  0.4,    5,     9,     1
 0.1,  0.4,   10,     9,     0
 0.1,  0.4,   50,     9,     0
 0.1,  0.4,  100,     9,     0
 0.1,  0.4,  300,     9,     0
 0.1,  0.4,  500,     9,     0
 0.1,  0.5,    1,     9,     1
 0.1,  0.5,    3,     9,     1
 0.1,  0.5,    5,     9,     1
 0.1,  0.5,   10,     9,     1
 0.1,  0.5,   50,     9,     1
 0.1,  0.5,  100,     9,     0
 0.1,  0.5,  300,     9,     0
 0.1,  0.5,  500,     9,     0
 0.1,  0.6,    1,     9,     2
 0.1,  0.6,    3,     9,     2
 0.1,  0.6,    5,     9,     1
 0.1,  0.6,   10,     9,     1
 0.1,  0.6,   50,     9,     1
 0.1,  0.6,  100,     9,     0
 0.1,  0.6,  300,     9,     0
 0.1,  0.6,  500,     9,     0
 0.1,  0.7,    1,     9,     3
 0.1,  0.7,    3,     9,     1
 0.1,  0.7,    5,     9,     1
 0.1,  0.7,   10,     9,     0
 0.1,  0.7,   50,     9,     0
 0.1,  0.7,  100,     9,     0
 0.1,  0.7,  300,     9,     0
 0.1,  0.7,  500,     9,     0
 0.1,  0.8,    1,     9,     2
 0.1,  0.8,    3,     9,     2
 0.1,  0.8,    5,     9,     1
 0.1,  0.8,   10,     9,     1
 0.1,  0.8,   50,     9,     0
 0.1,  0.8,  100,     9,     0
 0.1,  0.8,  300,     9,     0
 0.1,  0.8,  500,     9,     0
 0.2,  0.1,    1,     9,     2
 0.2,  0.1,    3,     9,     1
 0.2,  0.1,    5,     9,     1
 0.2,  0.1,   10,     9,     1
 0.2,  0.1,   50,     9,     0
 0.2,  0.1,  100,     9,     0
 0.2,  0.1,  300,     9,     0
 0.2,  0.1,  500,     9,     0
 0.2,  0.2,    1,     9,     3
 0.2,  0.2,    3,     9,     2
 0.2,  0.2,    5,     9,     1
 0.2,  0.2,   10,     9,     1
 0.2,  0.2,   50,     9,     0
 0.2,  0.2,  100,     9,     0
 0.2,  0.2,  300,     9,     0
 0.2,  0.2,  500,     9,     0
 0.2,  0.3,    1,     9,     1
 0.2,  0.3,    3,     9,     1
 0.2,  0.3,    5,     9,     1
 0.2,  0.3,   10,     9,     1
 0.2,  0.3,   50,     9,     0
 0.2,  0.3,  100,     9,     0
 0.2,  0.3,  300,     9,     0
 0.2,  0.3,  500,     9,     0
 0.2,  0.4,    1,     9,     2
 0.2,  0.4,    3,     9,     1
 0.2,  0.4,    5,     9,     1
 0.2,  0.4,   10,     9,     1
 0.2,  0.4,   50,     9,     0
 0.2,  0.4,  100,     9,     0
 0.2,  0.4,  300,     9,     0
 0.2,  0.4,  500,     9,     0
 0.2,  0.5,    1,     9,     1
 0.2,  0.5,    3,     9,     2
 0.2,  0.5,    5,     9,     1
 0.2,  0.5,   10,     9,     0
 0.2,  0.5,   50,     9,     0
 0.2,  0.5,  100,     9,     0
 0.2,  0.5,  300,     9,     0
 0.2,  0.5,  500,     9,     0
 0.2,  0.6,    1,     9,     2
 0.2,  0.6,    3,     9,     1
 0.2,  0.6,    5,     9,     0
 0.2,  0.6,   10,     9,     1
 0.2,  0.6,   50,     9,     1
 0.2,  0.6,  100,     9,     0
 0.2,  0.6,  300,     9,     0
 0.2,  0.6,  500,     9,     0
 0.2,  0.7,    1,     9,     2
 0.2,  0.7,    3,     9,     2
 0.2,  0.7,    5,     9,     1
 0.2,  0.7,   10,     9,     0
 0.2,  0.7,   50,     9,     0
 0.2,  0.7,  100,     9,     0
 0.2,  0.7,  300,     9,     0
 0.2,  0.7,  500,     9,     0
 0.2,  0.8,    1,     9,     2
 0.2,  0.8,    3,     9,     1
 0.2,  0.8,    5,     9,     1
 0.2,  0.8,   10,     9,     1
 0.2,  0.8,   50,     9,     0
 0.2,  0.8,  100,     9,     0
 0.2,  0.8,  300,     9,     0
 0.2,  0.8,  500,     9,     0
 0.3,  0.1,    1,     9,     2
 0.3,  0.1,    3,     9,     1
 0.3,  0.1,    5,     9,     0
 0.3,  0.1,   10,     9,     1
 0.3,  0.1,   50,     9,     0
 0.3,  0.1,  100,     9,     0
 0.3,  0.1,  300,     9,     0
 0.3,  0.1,  500,     9,     0
 0.3,  0.2,    1,     9,     3
 0.3,  0.2,    3,     9,     2
 0.3,  0.2,    5,     9,     2
