 0.1,  0.1,    1, 34192,  4830
 0.1,  0.1,    3, 34192,  3476
 0.1,  0.1,    5, 34192,  4739
 0.1,  0.1,   10, 34192,  1376
 0.1,  0.1,   50, 34192,   505
 0.1,  0.1,  100, 34192,   505
 0.1,  0.1,  300, 34192,     0
 0.1,  0.1,  500, 34192,   394
 0.1,  0.2,    1, 34192,  5312
 0.1,  0.2,    3, 34192,     0
 0.1,  0.2,    5, 34192,  1062
 0.1,  0.2,   10, 34192,  1487
 0.1,  0.2,   50, 34192,  1487
 0.1,  0.2,  100, 34192,   394
 0.1,  0.2,  300, 34192,     0
 0.1,  0.2,  500, 34192,     0
 0.1,  0.3,    1, 34192,  5994
 0.1,  0.3,    3, 34192,  5092
 0.1,  0.3,    5, 34192,   964
 0.1,  0.3,   10, 34192,  3043
 0.1,  0.3,   50, 34192,   394
 0.1,  0.3,  100, 34192,     0
 0.1,  0.3,  300, 34192,     0
 0.1,  0.3,  500, 34192,     0
 0.1,  0.4,    1, 34192,  5617
 0.1,  0.4,    3, 34192,  3636
 0.1,  0.4,    5, 34192,  2789
 0.1,  0.4,   10, 34192,  2918
 0.1,  0.4,   50, 34192,   505
 0.1,  0.4,  100, 34192,  1101
 0.1,  0.4,  300, 34192,     0
 0.1,  0.4,  500, 34192,     0
 0.1,  0.5,    1, 34192,  8392
 0.1,  0.5,    3, 34192,  2061
 0.1,  0.5,    5, 34192,  1614
 0.1,  0.5,   10, 34192,  1819
 0.1,  0.5,   50, 34192,   394
 0.1,  0.5,  100, 34192,     0
 0.1,  0.5,  300, 34192,   394
 0.1,  0.5,  500, 34192,     0
 0.1,  0.6,    1, 34192,  1881
 0.1,  0.6,    3, 34192,  4288
 0.1,  0.6,    5, 34192,  1819
 0.1,  0.6,   10, 34192,  4626
 0.1,  0.6,   50, 34192,   394
 0.1,  0.6,  100, 34192,   394
 0.1,  0.6,  300, 34192,     0
 0.1,  0.6,  500, 34192,     0
 0.1,  0.7,    1, 34192, 10326
 0.1,  0.7,    3, 34192,  6023
 0.1,  0.7,    5, 34192,  2918
 0.1,  0.7,   10, 34192,   964
 0.1,  0.7,   50, 34192,  1948
 0.1,  0.7,  100, 34192,     0
 0.1,  0.7,  300, 34192,     0
 0.1,  0.7,  500, 34192,     0
 0.1,  0.8,    1, 34192,   964
 0.1,  0.8,    3, 34192,  5156
 0.1,  0.8,    5, 34192,  2625
 0.1,  0.8,   10, 34192,  1614
 0.1,  0.8,   50, 34192,  1274
 0.1,  0.8,  100, 34192,   394
 0.1,  0.8,  300, 34192,     0
 0.1,  0.8,  500, 34192,     0
 0.2,  0.1,    1, 34192, 10079
 0.2,  0.1,    3, 34192,  3476
 0.2,  0.1,    5, 34192,  1618
 0.2,  0.1,   10, 34192,  1618
 0.2,  0.1,   50, 34192,  1062
 0.2,  0.1,  100, 34192,     0
 0.2,  0.1,  300, 34192,     0
 0.2,  0.1,  500, 34192,     0
 0.2,  0.2,    1, 34192,  1928
 0.2,  0.2,    3, 34192,  6474
 0.2,  0.2,    5, 34192,  2372
 0.2,  0.2,   10, 34192,  1614
 0.2,  0.2,   50, 34192,   394
 0.2,  0.2,  100, 34192,     0
 0.2,  0.2,  300, 34192,     0
 0.2,  0.2,  500, 34192,     0
 0.2,  0.3,    1, 34192,  8194
 0.2,  0.3,    3, 34192,  6747
 0.2,  0.3,    5, 34192,  3513
 0.2,  0.3,   10, 34192,   394
 0.2,  0.3,   50, 34192,  1274
 0.2,  0.3,  100, 34192,     0
 0.2,  0.3,  300, 34192,   505
 0.2,  0.3,  500, 34192,   394
 0.2,  0.4,    1, 34192,  5041
 0.2,  0.4,    3, 34192,  3946
 0.2,  0.4,    5, 34192,  1109
 0.2,  0.4,   10, 34192,  2957
 0.2,  0.4,   50, 34192,  1062
 0.2,  0.4,  100, 34192,  1376
 0.2,  0.4,  300, 34192,     0
 0.2,  0.4,  500, 34192,     0
 0.2,  0.5,    1, 34192,  2791
 0.2,  0.5,    3, 34192,  3890
 0.2,  0.5,    5, 34192,   394
 0.2,  0.5,   10, 34192,  2789
 0.2,  0.5,   50, 34192,   394
 0.2,  0.5,  100, 34192,     0
 0.2,  0.5,  300, 34192,     0
 0.2,  0.5,  500, 34192,     0
 0.2,  0.6,    1, 34192,  6474
 0.2,  0.6,    3, 34192,  8835
 0.2,  0.6,    5, 34192,  2451
 0.2,  0.6,   10, 34192,  2957
 0.2,  0.6,   50, 34192,  1487
 0.2,  0.6,  100, 34192,   964
 0.2,  0.6,  300, 34192,     0
 0.2,  0.6,  500, 34192,     0
 0.2,  0.7,    1, 34192,  7490
 0.2,  0.7,    3, 34192,  4383
 0.2,  0.7,    5, 34192,  2957
 0.2,  0.7,   10, 34192,   394
 0.2,  0.7,   50, 34192,  1881
 0.2,  0.7,  100, 34192,   394
